0.061098,-0.37165,-0.058675,0.088035,-0.27158,-0.11216,-0.060981,-0.23363,0.29008,0.42567,0.25557,0.43559,0.12161,0.058148,0.3137,0.68864,0.54629,0.4203,0.46013,0.38354,0.49878,0.45348,0.77309,0.8594,0.75736,0.79289,1.0528,0.24101,0.30296,0.153811491,-0.020446557,0.020588152,0.331225905,-0.013967599
0.061098,-0.37165,-0.085469,0.072288,-0.29037,-0.10991,-0.029059,-0.25258,0.2899,0.42592,0.33829,0.43186,0.12035,0.059352,0.25568,0.69023,0.55056,0.41782,0.46013,0.38354,0.49878,0.45348,0.78925,0.8594,0.75736,0.79289,1.0018,0.24101,0.33248,0.136450006,0.018296654,0.020318749,0.32469082,-0.009584269
0.061098,-0.30804,-0.078466,0.072321,-0.29087,-0.1107,-0.14173,-0.25294,0.27986,0.46193,0.33951,0.38696,0.1394,0.041877,0.25568,0.69023,0.55552,0.41782,0.46013,0.38354,0.49878,0.47575,0.79203,0.88031,0.76744,0.79289,1.0069,0.2107,0.33402,0.145702625,0.018296654,0.072873859,0.329435356,-0.01929735
0.05816,-0.30804,-0.092083,0.087137,-0.29636,-0.1107,-0.14292,-0.25222,0.27986,0.46193,0.33951,0.37849,0.1265,0.041877,0.25568,0.69023,0.55552,0.41782,0.52461,0.38354,0.49965,0.47575,0.7865,0.89019,0.75506,0.75688,1.0113,0.20837,0.34308,0.145702625,0.019392838,0.04391439,0.332325183,-0.01929735
0.025999,-0.33032,-0.089946,0.077445,-0.2726,-0.090807,-0.14292,-0.22922,0.24923,0.46193,0.33951,0.37849,0.1265,0.041877,0.25787,0.69023,0.55552,0.4103,0.52516,0.32065,0.51713,0.44983,0.7865,0.86243,0.76649,0.75688,1.0067,0.1621,0.35261,0.172801092,0.019392838,0.068765434,0.331521291,-0.01929735
0.025748,-0.31144,-0.04495,0.095796,-0.25084,-0.090807,-0.14292,-0.22922,0.24923,0.46193,0.32541,0.37849,0.1265,0.0015643,0.24169,0.69023,0.56005,0.39484,0.54716,0.32729,0.50991,0.48095,0.77584,0.87222,0.76217,0.7878,1.0067,0.12589,0.37753,0.172801092,0.019392838,0.068765434,0.331521291,-0.01929735
0.023163,-0.27595,-0.04495,0.095796,-0.25084,-0.090807,-0.14292,-0.22922,0.24923,0.46193,0.33244,0.38858,0.10974,-0.030871,0.24932,0.68034,0.5504,0.36461,0.53297,0.33316,0.5001,0.53289,0.77584,0.88563,0.77849,0.7878,1.0067,0.12589,0.37753,0.172801092,0.001125361,0.068765434,0.331521291,-0.019050125
-0.0038651,-0.27595,-0.04495,0.095796,-0.25084,-0.072821,-0.18595,-0.21946,0.27012,0.44035,0.3718,0.34968,0.13375,-0.029767,0.28351,0.66372,0.51156,0.32877,0.54511,0.33229,0.5142,0.53289,0.77584,0.88563,0.77849,0.7878,1.0251,0.12589,0.37753,0.246291113,-0.006969335,0.089396576,0.234753566,0.007887234
-0.0038651,-0.27595,-0.022257,0.095796,-0.23968,-0.050558,-0.18081,-0.25063,0.27012,0.44394,0.35215,0.35289,0.13375,-0.052145,0.27197,0.62438,0.51154,0.34519,0.54511,0.33229,0.5142,0.53289,0.75373,0.88563,0.77849,0.775,1.0278,0.11771,0.39945,0.244601654,0.008653818,0.078797743,0.249246789,-0.024472277
-0.0038651,-0.19007,0.0098638,0.11487,-0.23625,-0.013477,-0.09115,-0.2489,0.27548,0.44156,0.34157,0.34954,0.10745,-0.034023,0.27197,0.62521,0.51608,0.34519,0.54511,0.33229,0.5142,0.52758,0.76495,0.82512,0.71813,0.78393,1.0155,0.10171,0.40206,0.253847584,0.005927465,0.090697182,0.276750067,-0.025044948
