-0.13375,-0.59758,-0.26236,-0.10618,-0.48757,-0.31826,-0.2664,-0.44463,0.057642,0.24814,0.1697,0.27524,-0.12837,-0.14757,0.13036,0.41767,0.28554,0.22362,0.26595,0.13232,0.3038,0.35692,0.53919,0.70444,0.64368,0.76531,0.97542,0.17436,0.25465,0.053106256,-0.184790541,-0.269868983,-0.025675152,-0.365954242
-0.13375,-0.59758,-0.29087,-0.1229,-0.50763,-0.31591,-0.23242,-0.44942,0.057474,0.24837,0.22474,0.27273,-0.12957,-0.14659,0.076311,0.41909,0.28934,0.22266,0.26595,0.13232,0.3038,0.35692,0.54756,0.70444,0.64368,0.76531,0.93253,0.17436,0.26791,0.040503951,-0.154360138,-0.270056489,-0.030237306,-0.362903417
-0.13375,-0.52985,-0.28343,-0.12285,-0.50813,-0.31675,-0.31993,-0.45017,0.048497,0.26374,0.2259,0.2425,-0.1221,-0.16571,0.076311,0.41909,0.29102,0.22266,0.26595,0.13232,0.3038,0.37261,0.55025,0.72327,0.65371,0.76531,0.93664,0.1539,0.26919,0.0480577,-0.154360138,-0.227231167,-0.027651773,-0.378953149
-0.13693,-0.52985,-0.29791,-0.10703,-0.51398,-0.31675,-0.31942,-0.45834,0.048497,0.26374,0.2259,0.23566,-0.13282,-0.16571,0.076311,0.41909,0.29102,0.22266,0.31407,0.13232,0.30456,0.37261,0.57052,0.73008,0.64755,0.7418,0.94155,0.15217,0.2757,0.0480577,-0.164469898,-0.247739303,-0.02112569,-0.378953149
-0.17119,-0.55361,-0.2956,-0.11746,-0.48863,-0.29552,-0.31942,-0.43816,0.02286,0.26374,0.2259,0.23566,-0.13282,-0.16571,0.078324,0.41909,0.29102,0.21727,0.31465,0.075731,0.32145,0.36268,0.57052,0.71027,0.67287,0.7418,0.93983,0.11892,0.28453,0.067681667,-0.164469898,-0.230681465,-0.021546898,-0.378953149
-0.17145,-0.53346,-0.24775,-0.097866,-0.4654,-0.29552,-0.31942,-0.43816,0.02286,0.26374,0.21974,0.23566,-0.13282,-0.19936,0.07682,0.41909,0.29481,0.20364,0.33366,0.080484,0.315,0.39018,0.62396,0.7068,0.66982,0.76311,0.93983,0.094693,0.30031,0.067681667,-0.164469898,-0.230681465,-0.021546898,-0.378953149
-0.17422,-0.49555,-0.24775,-0.097866,-0.4654,-0.29552,-0.31942,-0.43816,0.02286,0.26374,0.22622,0.24278,-0.14571,-0.22514,0.077408,0.41201,0.28639,0.17707,0.33137,0.086601,0.30614,0.43437,0.62396,0.71301,0.68253,0.76311,0.93983,0.094693,0.30031,0.067681667,-0.177254566,-0.230681465,-0.021546898,-0.3788654
-0.203,-0.49555,-0.24775,-0.097866,-0.4654,-0.27634,-0.38647,-0.42953,0.042288,0.24355,0.25646,0.21205,-0.12527,-0.22431,0.029095,0.39714,0.25,0.14513,0.34163,0.085524,0.31656,0.43437,0.62396,0.71301,0.68253,0.76311,0.97046,0.094693,0.30031,0.125208073,-0.199579653,-0.214035496,-0.095904132,-0.3588696
-0.203,-0.49555,-0.22351,-0.097866,-0.4535,-0.25256,-0.38201,-0.45781,0.042288,0.2466,0.22872,0.21473,-0.12527,-0.24293,0.018737,0.36235,0.25008,0.15986,0.34163,0.085524,0.31656,0.43437,0.60311,0.71301,0.68253,0.75053,0.97135,0.088896,0.3171,0.123985174,-0.189834595,-0.222948709,-0.084940725,-0.384230307
-0.203,-0.404,-0.18927,-0.077562,-0.44987,-0.2134,-0.29812,-0.45334,0.058148,0.2351,0.2187,0.20982,-0.15856,-0.2176,0.018737,0.36008,0.26341,0.15986,0.34163,0.085524,0.31656,0.46546,0.61287,0.66896,0.63547,0.75854,0.9634,0.075812,0.31893,0.13100101,-0.190383947,-0.210004223,-0.063226639,-0.381755261
-0.19477,-0.404,-0.18927,-0.077562,-0.44987,-0.2134,-0.29812,-0.45334,0.058148,0.2351,0.2187,0.20982,-0.15856,-0.2176,0.018737,0.36008,0.26341,0.15986,0.34163,0.095665,0.28923,0.46546,0.61287,0.66053,0.63668,0.75854,1.001,0.066731,0.31893,0.13100101,-0.131324286,-0.210004223,-0.063226639,-0.381755261
-0.19477,-0.36817,-0.17559,-0.053904,-0.43539,-0.18711,-0.29812,-0.44216,0.062081,0.2351,0.2187,0.20982,-0.15856,-0.2176,0.027445,0.36008,0.26341,0.15986,0.35375,0.095665,0.28923,0.48923,0.6532,0.66053,0.65354,0.78027,0.99859,0.050278,0.3418,0.147664972,-0.131324286,-0.190440911,-0.052276395,-0.381755261
-0.19881,-0.36817,-0.1709,-0.053904,-0.43539,-0.18711,-0.29812,-0.44216,0.062081,0.2351,0.2307,0.20982,-0.15856,-0.2176,0.033962,0.37014,0.26341,0.15986,0.34598,0.091914,0.2773,0.48923,0.6532,0.66053,0.65354,0.78027,0.99859,0.025514,0.3418,0.147664972,-0.131324286,-0.190440911,-0.052276395,-0.381755261
-0.19881,-0.36003,-0.1709,-0.053904,-0.43539,-0.18711,-0.29992,-0.44216,0.062081,0.24966,0.25392,0.21267,-0.16833,-0.2329,0.043772,0.3823,0.24936,0.15951,0.33744,0.091914,0.2773,0.49695,0.6532,0.66053,0.65292,0.78027,0.99859,0.025514,0.3418,0.147664972,-0.157408415,-0.190440911,-0.052276395,-0.375084278
-0.21893,-0.36003,-0.1709,-0.053904,-0.43539,-0.18711,-0.29359,-0.44896,0.062081,0.24966,0.24202,0.2194,-0.16833,-0.2329,0.039167,0.39028,0.24936,0.15951,0.34772,0.10159,0.25987,0.49695,0.6532,0.66053,0.65292,0.78027,1.0028,0.025514,0.3418,0.147664972,-0.163400835,-0.190440911,-0.052276395,-0.375084278
-0.21893,-0.36003,-0.1709,-0.048316,-0.43249,-0.17417,-0.29531,-0.49896,0.020588,0.26104,0.19413,0.1878,-0.11968,-0.24969,0.045495,0.40349,0.23684,0.088345,0.34772,0.10159,0.25987,0.49695,0.66238,0.66053,0.65292,0.78238,1.0045,0.025514,0.34574,0.151548807,-0.166114652,-0.190036475,-0.054975634,-0.36270561
