0.101010101,-0.706357215,-0.203252033,0.305498982,-0.609137056,-0.612870276,0.411099692,-0.204708291,-0.717948718,1.136363636,-0.919305414,0.309278351,0.616649538,-1.736465781,-0.831600832,-0.628930818,0.52742616,-0.524658972,0.210970464,0.947368421,0.31282586,-0.103950104,0.208116545,-0.41536864,0.31282586,0.103950104,-0.31152648,1.354166667,-0.308324769,-0.206185567,0.723140496,-0.615384615,1.444788442,-0.915564598,-0.308008214,0.823892894,-1.532175689,0.933609959,-0.308324769,-0.206185567,1.342975207,-0.305810398,2.147239264,0.500500501,-0.697211155,0.300902708,0.3,0.598205384,-0.89197225,0.3,0.199401795,-0.497512438,0,2.8,-1.750972763,-0.396039604,1.292246521,-1.57016683,0.797607178,0.197823937,0.098716683,0.098619329,1.18226601,0.389483934,-0.193986421,-0.19436346,0.681596884,0,0.676982592,0.480307397,-0.478011472,1.152737752,0.854700855,-0.376647834,0,1.984877127,0.741427247,-1.747930083,-0.74906367,0.094339623,-0.094250707,1.037735849,0,-1.027077498,0.943396226,-0.46728972,0.187793427,-0.84348641,0.378071834,0.470809793,0.093720712,-0.187265918,-0.469043152,0.754005655,-1.496725912,0,-0.094966762,0.095057034,-0.284900285,-0.19047619,-1.526717557,1.841085271,0,-10.75166508,-18.23027719,11.60365059,9.112149533
-0.29122,-0.71228,-0.99382,-0.94631,-0.69417,-0.99983,-0.66805,-0.098326,-0.23764,-0.39994,-0.67177,-0.98046,-0.95134,-1.0091,-0.75739,-0.68773,-0.73633,-0.69484,-0.7112,-0.51491,-0.56617,-0.78172,-0.86021,-0.42182,-0.10504,-0.042452,0.096011,0.048998,-0.018145,-0.0035983,-0.13765,0.23,-0.13244,0.12369,0.072144,-0.22714,-0.25059,-0.21407,-0.57503,-0.34878,-0.48893,-0.31422,-0.072231,-0.038388,0.18761,0.46971,0.15894,0.28137,0.3597,0.035029,0.019491,0.14274,-0.062397,0.1115,0.21526,-0.061736,-0.31209,0.14111,0.043389,-0.06785,0.26402,-0.15875,-0.20869,0.016327,0.49468,0.24443,0.55058,0.57363,0.3926,0.63023,0.57143,0.63253,0.49173,0.46416,0.51119,0.43518,0.75626,0.93859,0.808,0.61713,0.32375,-0.20473,-0.39228,-0.34769,-0.20897,0.248678098,0.188778107,-0.328410752,-0.174565643,-0.27020522,-0.451957496,-0.440031238,-0.552720189,-0.308408072,-0.078184083,0.106520446,0.027779096,-0.194846579,-0.284709213,-0.363827348,-0.163705908,0.19360854,0.00126359,0.088230675,-0.195430051,-2.712140938,-7.556180084
-0.29122,-0.70038,-0.96671,-0.94631,-0.87289,-0.9948,-0.69684,-0.10382,-0.24351,-0.4208,-0.80179,-0.98046,-0.97841,-1.0193,-0.75739,-0.69687,-0.7185,-0.69484,-0.6735,-0.51491,-0.56617,-0.80781,-0.78199,-0.42182,-0.10525,-0.04163,0.12646,0.049287,-0.018145,0.036041,-0.04219,0.23,-0.13244,0.11701,0.16406,-0.24925,-0.2513,-0.21407,-0.57912,-0.34782,-0.48893,-0.31422,-0.13829,0.072857,0.26807,0.47116,0.15894,0.2855,0.36359,0.035029,0.020283,0.13766,0.043363,0.1115,0.21526,-0.054591,-0.31054,0.14111,0.079682,-0.066586,0.26402,-0.15993,-0.20709,0.016327,0.48238,0.24525,0.57232,0.57795,0.38876,0.63023,0.57232,0.65808,0.49173,0.46654,0.51119,0.43518,0.80247,0.93859,0.74399,0.7472,0.32386,-0.20473,-0.39173,-0.34769,-0.15826,0.253999938,0.188778107,-0.356591403,-0.190788257,-0.27020522,-0.403280008,-0.440031238,-0.552720189,-0.30912048,0.047052564,0.106520446,0.020135926,-0.182911752,-0.31522282,-0.352236072,-0.163705908,0.191067535,-0.012602401,0.088230675,-0.225302271,-2.712140938,-7.556180084
-0.29122,-0.68875,-0.96671,-0.87043,-0.86993,-0.9948,-0.69206,-0.12615,-0.24351,-0.41635,-0.79503,-0.98046,-0.97243,-1.018,-0.81004,-0.69681,-0.7185,-0.74548,-0.81014,-0.51491,-0.56617,-0.80885,-0.77948,-0.29002,-0.11222,-0.04163,0.12491,0.09268,-0.018145,0.035459,-0.040793,0.27322,-0.079357,0.068827,0.16406,-0.24882,-0.23087,-0.21407,-0.64031,-0.36102,-0.52018,-0.31799,-0.13829,0.072745,0.27583,0.47116,0.15894,0.30046,0.37193,0.15334,0.05249,0.13766,0.043177,0.1024,0.21526,-0.068043,-0.29883,0.14111,0.080872,-0.10395,0.26402,-0.15728,-0.20709,0.04208,0.48238,0.24525,0.57616,0.56579,0.38263,0.6548,0.54602,0.65808,0.50288,0.49424,0.51119,0.43518,0.8072,0.93859,0.75102,0.7472,0.32386,-0.24811,-0.38587,-0.34769,-0.15513,0.261180417,0.086768378,-0.34283254,-0.190788257,-0.301051363,-0.403280008,-0.470267106,-0.552720189,-0.253955522,0.045949682,0.132305143,0.026027116,-0.182911752,-0.317670184,-0.361079167,-0.163705908,0.19258466,-0.027929101,0.165382739,-0.225302271,-3.156002589,-7.556180084
-0.3054,-0.69009,-0.96671,-0.87043,-0.95428,-0.9948,-0.70654,-0.12615,-0.24351,-0.39426,-0.8169,-0.99331,-0.97898,-1.018,-0.81363,-0.69681,-0.7185,-0.74818,-0.81277,-0.50756,-0.56714,-0.80732,-0.77948,-0.29288,-0.11222,-0.04163,0.12489,0.09268,0.014499,-0.01279,-0.040793,0.27461,-0.079357,0.055278,0.16406,-0.24327,-0.24988,-0.21177,-0.58992,-0.36102,-0.5198,-0.31898,-0.13829,0.10606,0.25645,0.47116,0.22381,0.30046,0.37193,0.15356,0.059735,0.13766,0.044307,0.13788,0.29684,-0.068043,-0.29883,0.14111,0.03245,-0.10395,0.26466,-0.15728,-0.20709,0.04208,0.47446,0.24525,0.55632,0.56579,0.38263,0.66879,0.56273,0.65808,0.48141,0.49018,0.51304,0.38776,0.8072,0.9435,0.75646,0.7472,0.32386,-0.25182,-0.37169,-0.3531,-0.14314,0.261180417,0.097024015,-0.34283254,-0.190788257,-0.304806562,-0.390381212,-0.470241704,-0.550753925,-0.304670114,0.045949682,0.136916612,0.029887867,-0.182911752,-0.318465805,-0.361079167,-0.122343098,0.172880894,-0.027929101,0.165382739,-0.229583237,-3.156002589,-7.718358845
-0.34593,-0.72762,-0.9598,-0.90265,-0.95428,-0.98354,-0.70364,-0.12615,-0.26367,-0.40257,-0.8169,-1.0088,-0.94674,-1.018,-0.81659,-0.67014,-0.71283,-0.79132,-0.81277,-0.53898,-0.54904,-0.77057,-0.77948,-0.31769,-0.15602,-0.026744,0.10235,0.09268,0.014499,-0.01279,-0.040793,0.24644,-0.0055907,0.055278,0.16713,-0.22778,-0.24988,-0.21392,-0.55894,-0.36102,-0.51584,-0.28851,-0.13671,0.13095,0.2516,0.47116,0.22436,0.30085,0.37193,0.11703,0.059735,0.13181,0.014261,0.13788,0.29771,-0.089622,-0.29883,0.062724,0.03245,-0.10395,0.28258,-0.19731,-0.19855,0.0042334,0.47446,0.26457,0.55632,0.56579,0.38263,0.63296,0.56273,0.63807,0.48397,0.49018,0.48637,0.38776,0.8072,0.94594,0.74591,0.76413,0.2887,-0.3244,-0.37169,-0.34348,-0.12776,0.261180417,0.073794288,-0.298486339,-0.190788257,-0.300927932,-0.390381212,-0.460550336,-0.521479294,-0.283824304,0.045949682,0.12530252,0.026420702,-0.163160851,-0.331834868,-0.361079167,-0.122343098,0.157348097,-0.027929101,0.138480591,-0.229583237,-3.156002589,-7.718358845
-0.34628,-0.72762,-0.90025,-0.87703,-0.95428,-0.92926,-0.64873,-0.14388,-0.26367,-0.37796,-0.8169,-1.015,-0.91787,-1.018,-0.76364,-0.67014,-0.76588,-0.77256,-0.81277,-0.52891,-0.54904,-0.77057,-0.75536,-0.30618,-0.15602,-0.01317,0.10567,0.09268,0.012826,-0.038383,-0.059964,0.2353,0.037227,0.055278,0.17419,-0.2526,-0.24988,-0.21208,-0.55894,-0.42186,-0.50197,-0.28851,-0.15601,0.14392,0.23452,0.47116,0.23585,0.30085,0.37997,0.094208,0.059735,0.10098,-0.0071674,0.13788,0.32208,-0.089622,-0.29883,0.065474,0.03245,-0.094433,0.26926,-0.19731,-0.21208,0.059456,0.47446,0.2814,0.50077,0.52018,0.38263,0.6587,0.56273,0.63976,0.47603,0.49018,0.4777,0.44546,0.74523,0.88524,0.74591,0.76905,0.2887,-0.37458,-0.37169,-0.34348,-0.10626,0.198564155,0.005944435,-0.298486339,-0.226547226,-0.279335729,-0.390381212,-0.460550336,-0.521479294,-0.283824304,0.023544702,0.113635327,0.026420702,-0.148866749,-0.337335197,-0.361079167,-0.099680725,0.157024706,-0.009177005,0.106543414,-0.157501106,-3.116778988,-8.1706741
-0.34952,-0.72762,-0.85361,-0.82947,-0.99153,-0.94192,-0.64873,-0.15098,-0.25876,-0.37796,-0.79038,-1.015,-0.91787,-1.0272,-0.75132,-0.67014,-0.78395,-0.7862,-0.81277,-0.4729,-0.53416,-0.77057,-0.70822,-0.23795,-0.15602,-0.09762,0.10567,0.09268,0.0043483,-0.038383,-0.051124,0.24475,0.029717,0.065591,0.13261,-0.2526,-0.27111,-0.18682,-0.55894,-0.46585,-0.44507,-0.28851,-0.14208,0.14392,0.23452,0.45446,0.24514,0.30085,0.36503,0.075072,0.062142,0.049299,-0.0071674,0.13183,0.29205,-0.089622,-0.27537,0.075193,0.03245,-0.07274,0.25124,-0.19731,-0.20356,0.13945,0.45134,0.24231,0.50077,0.50459,0.36879,0.64768,0.56273,0.60698,0.50531,0.47514,0.45378,0.44546,0.72827,0.84731,0.74591,0.75966,0.25867,-0.37458,-0.36972,-0.28893,-0.10626,0.198313988,-0.019418377,-0.298486339,-0.21713736,-0.239323925,-0.430649969,-0.450819711,-0.521511403,-0.283824304,0.043214596,0.047202202,0.026420702,-0.172585386,-0.337335197,-0.362600588,-0.106943423,0.157024706,0.003815016,0.015597749,-0.157501106,-3.011481441,-8.635109064
-0.38122,-0.69437,-0.82216,-0.82947,-0.98038,-0.92422,-0.64873,-0.18766,-0.25814,-0.37796,-0.75985,-1.0006,-0.91787,-0.98613,-0.75132,-0.64513,-0.78393,-0.7862,-0.85852,-0.45384,-0.50273,-0.75576,-0.69354,-0.23795,-0.13354,-0.10151,0.10567,0.070155,0.0060351,-0.038383,0.0049917,0.24475,0.029717,0.0057652,0.13131,-0.2526,-0.24449,-0.18217,-0.48405,-0.46443,-0.44507,-0.26237,-0.091926,0.14392,0.23452,0.42165,0.2608,0.32073,0.31442,0.075072,0.053982,-0.004547,-0.0071674,0.097613,0.30747,-0.027124,-0.24919,0.077127,0.03245,-0.1327,0.26959,-0.1668,-0.19533,0.13945,0.41227,0.27935,0.50077,0.47918,0.35063,0.64768,0.54714,0.56477,0.50531,0.42051,0.43909,0.44546,0.71985,0.87292,0.76372,0.64609,0.25224,-0.37458,-0.36212,-0.26131,-0.10626,0.179861839,-0.019418377,-0.205337171,-0.237817986,-0.239323925,-0.429024139,-0.438673244,-0.422710662,-0.261610034,0.052131652,0.047202202,-0.086964716,-0.135490751,-0.337335197,-0.312856937,-0.080876379,0.157024706,0.011028428,0.015597749,-0.157501106,-3.691256593,-8.70271911
-0.38122,-0.68948,-0.81742,-0.82947,-0.94593,-0.93901,-0.62109,-0.18766,-0.27764,-0.37796,-0.77815,-1.0006,-0.9025,-0.99653,-0.75132,-0.61563,-0.76745,-0.7862,-0.84955,-0.45384,-0.50273,-0.8014,-0.69354,-0.23795,-0.13354,-0.10077,0.1146,0.075829,0.0060351,-0.013993,-0.016258,0.24475,0.029717,0.010366,0.11482,-0.2526,-0.24449,-0.18217,-0.49748,-0.49839,-0.44507,-0.27386,-0.11264,0.16762,0.13675,0.37555,0.2608,0.32073,0.31456,0.075072,0.053982,0.021606,0.0051827,0.093954,0.30747,-0.049749,-0.26727,0.077127,0.023497,-0.13514,0.26959,-0.16343,-0.20076,0.13945,0.39055,0.25102,0.47403,0.47234,0.39568,0.64768,0.55778,0.56331,0.50531,0.46805,0.43909,0.42887,0.71736,0.87292,0.76577,0.64724,0.17919,-0.391,-0.35544,-0.26131,-0.075719,0.179861839,-0.019418377,-0.208647099,-0.250535934,-0.239323925,-0.404905582,-0.438673244,-0.422710662,-0.2727144,0.052131652,0.047202202,-0.069291044,-0.138927761,-0.249605486,-0.352194363,-0.080876379,0.123061059,0.015227254,0.015597749,-0.16655603,-3.668314654,-8.70271911
