0.48,0.3,0.25,0.12,0.15,0.17,0.23,0.1,-0.07,-0.3,-0.39,-0.65,-0.67,-0.72,-1.03,-0.77,-0.72,-0.77,-0.55,-0.68,-0.82,-0.66,-0.56,-0.51,-0.28,-0.19,-0.09,0.19,0.21,0.26,0.29,0.31,0.3,0.29,0.19,0.24,0.23,0.16,0.19,0.31,0.26,0.25,0.25,0.43,0.5,0.48,0.44,0.51,0.39,0.42,0.46,0.4,0.48,0.44,0.3,0.33,0.32,0.37,0.35,0.43,0.23,0.47,0.54,0.47,0.71,0.69,0.83,0.79,0.97,0.98,1.19,1.2,1.17,1.37,1.49,1.57,1.61,1.63,1.56,1.43,1.41,1.48,1.44,1.32,1.24,1.32,1.11,1.11,0.9,0.74,0.74,0.58,0.49,0.37,0.22,-0.04,0.18,-0.18,-0.14,-0.16,-0.27,-0.15,-0.03,-0.25,-1.94,-2.39,-2.25,-1.8,-1.33
0.51074,-0.12086,-0.32912,-0.49116,-0.50442,-0.64642,-0.56769,-0.16752,-0.27439,-0.49895,-0.79486,-1.1126,-1.0023,-1.4358,-1.0618,-1.288,-1.6774,-0.86989,-0.87286,-0.78181,-0.5316,-0.92689,-0.9677,-0.50579,-0.43974,-0.24643,0.07077,-0.064799,0.031365,0.25221,0.26834,0.27938,0.36755,0.44496,0.23467,0.38141,0.10823,0.18527,0.083086,0.018917,0.10201,0.22571,0.38425,0.25519,0.16068,0.47641,0.32228,0.25826,0.14272,0.37202,0.12381,0.35522,0.42216,0.37068,0.29487,0.093856,-0.19901,0.10834,0.10531,0.26336,0.24255,0.33259,-0.21263,0.60781,0.65125,0.37661,0.64472,0.72136,0.83281,0.84496,1.1014,0.77555,1.0554,0.8482,1.041,1.3371,1.3479,1.5255,1.4894,1.2567,1.1344,0.89517,1.0388,1.1995,1.1965,1.13061213,1.084559452,0.981257626,0.716681335,0.963491069,0.684293386,0.507661299,0.600735456,0.354560736,0.361811363,0.23544858,0.137375567,-0.30547481,0.245075524,-0.401039192,-0.163719408,-0.163648446,-0.277972704,-0.094140063,0.138386086,-1.040496085,-3.209331555,-1.663323429,-1.123685274
0.51074,-0.12073,-0.32872,-0.49116,-0.55962,-0.64635,-0.58376,-0.16756,-0.27339,-0.49732,-0.84057,-1.1126,-1.0046,-1.4359,-1.0618,-1.2883,-1.676,-0.86989,-0.8421,-0.78181,-0.5316,-0.9298,-0.93878,-0.50579,-0.43981,-0.24615,0.080612,-0.064699,0.031365,0.26877,0.31835,0.27938,0.36755,0.44535,0.25321,0.36537,0.10821,0.18527,0.082654,0.019,0.10201,0.22571,0.34398,0.26576,0.18208,0.47703,0.32228,0.25836,0.14437,0.37202,0.12416,0.3547,0.46286,0.37068,0.29487,0.09534,-0.19829,0.10834,0.11997,0.2639,0.24255,0.33204,-0.21195,0.60781,0.65245,0.37699,0.64653,0.7221,0.83214,0.84496,1.1009,0.77968,1.0554,0.84861,1.041,1.3371,1.354,1.5255,1.4577,1.2847,1.1345,0.89517,1.0475,1.1995,1.2008,1.131295905,1.084559452,0.977496892,0.708055744,0.963491069,0.700279373,0.507661299,0.600735456,0.354547107,0.374156997,0.23544858,0.137375543,-0.307368707,0.244774298,-0.400817433,-0.163719408,-0.154766627,-0.251547778,-0.094140063,0.140901405,-1.040496085,-3.209331555,-1.671939824,-1.123685274
0.51074,-0.11662,-0.32872,-0.46662,-0.55965,-0.64635,-0.58309,-0.17358,-0.27339,-0.49743,-0.84077,-1.1126,-1.0044,-1.44,-1.0773,-1.2911,-1.676,-0.88353,-0.76549,-0.78181,-0.5316,-0.92869,-0.93791,-0.45072,-0.45203,-0.24615,0.080082,-0.052961,0.031365,0.26857,0.31918,0.32483,0.38529,0.42683,0.25321,0.36536,0.11449,0.18527,0.061602,0.0064916,0.095797,0.22377,0.34398,0.26571,0.18191,0.47703,0.32228,0.26753,0.1448,0.41152,0.13676,0.3547,0.46278,0.36292,0.29487,0.091851,-0.19162,0.10834,0.12059,0.25992,0.24255,0.33627,-0.21195,0.61505,0.65245,0.37699,0.64819,0.72171,0.83046,0.85149,1.0976,0.77968,1.0612,0.85381,1.041,1.3371,1.3545,1.5255,1.4592,1.2847,1.1345,0.88661,1.0485,1.1995,1.2012,1.125936511,1.061856648,0.980938696,0.708055744,0.972603992,0.700279373,0.505024415,0.600735456,0.366013989,0.374134243,0.23894851,0.137609678,-0.307368707,0.244726302,-0.406061922,-0.163719408,-0.154737359,-0.254109902,-0.081882588,0.140901405,-1.087869236,-3.209331555,-1.636761216,-1.100488071
0.51062,-0.11642,-0.32872,-0.46662,-0.5609,-0.64635,-0.60374,-0.17358,-0.27339,-0.50511,-0.85102,-1.1126,-1.0073,-1.44,-1.0773,-1.2911,-1.676,-0.88356,-0.76692,-0.7806,-0.53195,-0.93038,-0.93791,-0.4517,-0.45203,-0.24615,0.076355,-0.052961,0.036059,0.25818,0.31918,0.32495,0.38529,0.42807,0.25321,0.3668,0.1158,0.18547,0.058113,0.0064916,0.095829,0.22367,0.34398,0.28211,0.16924,0.47703,0.34498,0.26753,0.1448,0.41162,0.13784,0.3547,0.46295,0.36313,0.34146,0.091851,-0.19162,0.10834,0.12095,0.25992,0.24285,0.33627,-0.21195,0.61505,0.65056,0.37699,0.68351,0.72171,0.83046,0.85298,1.104,0.77968,1.058,0.85366,1.0413,1.3275,1.3545,1.5264,1.4714,1.2847,1.1345,0.88593,1.0442,1.1988,1.2032,1.125936511,1.063238066,0.980938696,0.708055744,0.972118602,0.686219893,0.505024939,0.600773388,0.369381147,0.374134243,0.239037472,0.140724001,-0.307368707,0.245306664,-0.406061922,-0.153906565,-0.156193526,-0.254109902,-0.081882588,0.137693343,-1.087869236,-3.211429295,-1.637234724,-1.100488071
0.50072,-0.1117,-0.33068,-0.47618,-0.5609,-0.64315,-0.60612,-0.17358,-0.28235,-0.50333,-0.85102,-1.1121,-1.0112,-1.44,-1.0789,-1.2946,-1.6761,-0.89123,-0.76692,-0.78351,-0.52145,-0.93045,-0.93791,-0.46128,-0.45123,-0.24012,0.076231,-0.052961,0.036059,0.25818,0.31918,0.31913,0.41122,0.42807,0.25352,0.35865,0.1158,0.17989,0.053872,0.0064916,0.099083,0.22158,0.34511,0.28222,0.16897,0.47703,0.34521,0.26709,0.1448,0.40983,0.13784,0.34647,0.45739,0.36313,0.34201,0.091942,-0.19162,0.077369,0.12095,0.25992,0.25417,0.33687,-0.2186,0.60936,0.65056,0.37368,0.68351,0.72171,0.83046,0.84433,1.104,0.77472,1.0741,0.85366,1.0314,1.3275,1.3545,1.5296,1.4706,1.2954,1.1164,0.8808,1.0442,1.1969,1.204,1.125936511,1.05927138,0.980175941,0.708055744,0.97874912,0.686219893,0.510017842,0.608782052,0.366457842,0.374134243,0.24266061,0.141063829,-0.305428259,0.24620631,-0.406061922,-0.153906565,-0.152198746,-0.254109902,-0.078513012,0.137693343,-1.087869236,-3.211429295,-1.587705262,-1.100488071
0.50088,-0.1117,-0.33966,-0.47939,-0.5609,-0.64831,-0.38469,-0.17146,-0.28235,-0.50638,-0.85102,-1.1113,-1.015,-1.44,-1.0857,-1.2946,-1.6647,-0.89353,-0.76692,-0.78363,-0.52145,-0.93045,-0.92357,-0.46141,-0.45123,-0.24098,0.078583,-0.052961,0.042022,0.25898,0.31158,0.31871,0.408,0.42807,0.25502,0.36063,0.1158,0.17956,0.053872,0.010627,0.097624,0.22158,0.3362,0.28241,0.16786,0.47703,0.35656,0.26709,0.14467,0.40973,0.13784,0.34676,0.4568,0.36313,0.36918,0.091942,-0.19162,0.078607,0.12095,0.25977,0.25397,0.33687,-0.21889,0.61001,0.65056,0.37376,0.96866,0.72186,0.83046,0.83478,1.104,0.77511,1.0741,0.85366,1.0313,1.3277,1.3463,1.5292,1.4706,1.2953,1.1164,0.87939,1.0442,1.1969,1.2051,1.12646203,1.059910919,0.980175941,0.70022573,0.978344809,0.686219893,0.510017842,0.608782052,0.366457842,0.37545753,0.243511145,0.141063829,-0.307807808,0.24616703,-0.406061922,-0.147748404,-0.151673925,-0.231554179,-0.076464515,0.133045535,-1.090371676,-3.192220209,-1.587705262,-1.139859658
0.50125,-0.1117,-0.34662,-0.48557,-0.55701,-0.64703,-0.38469,-0.16967,-0.28267,-0.50638,-0.85424,-1.1113,-1.015,-1.4401,-1.0873,-1.2946,-1.6627,-0.89142,-0.76692,-0.78376,-0.52242,-0.93045,-0.92288,-0.46195,-0.45123,-0.26383,0.078583,-0.052961,0.041852,0.25898,0.31391,0.31786,0.40837,0.42749,0.25783,0.36063,0.11758,0.17494,0.053872,0.013865,0.095499,0.22158,0.32162,0.28241,0.16786,0.47186,0.35561,0.26709,0.14465,0.41,0.13737,0.34609,0.4568,0.3634,0.41481,0.091942,-0.19172,0.077963,0.12095,0.25911,0.25458,0.33687,-0.21905,0.61048,0.63728,0.37364,0.96866,0.72273,0.8304,0.83507,1.104,0.77518,1.0728,0.85372,1.0297,1.3277,1.3472,1.5287,1.4706,1.2961,1.1156,0.87939,1.0445,1.1954,1.2051,1.126391242,1.059655449,0.980175941,0.708656948,0.978256899,0.690517679,0.50825553,0.608850386,0.366457842,0.373793692,0.249333277,0.141063829,-0.305554848,0.24616703,-0.406193319,-0.147790731,-0.151673925,-0.232560125,-0.069282709,0.133045535,-1.098873195,-3.145234674,-1.587705262,-1.194869672
0.48225,-0.087905,-0.31917,-0.48557,-0.55819,-0.63578,-0.38469,-0.18568,-0.30236,-0.50638,-0.85908,-1.0947,-1.015,-1.4265,-1.0873,-1.2957,-1.6627,-0.89142,-0.89586,-0.78092,-0.51761,-0.92931,-0.9236,-0.46195,-0.44133,-0.26364,0.078583,-0.064013,0.040972,0.25898,0.30849,0.31786,0.40837,0.43292,0.25815,0.36063,0.12171,0.17334,0.059873,0.014018,0.095499,0.2227,0.0368,0.28241,0.16786,0.47171,0.3554,0.27095,0.13084,0.41,0.13592,0.33599,0.4568,0.34935,0.41446,0.10704,-0.19239,0.088181,0.12095,0.24352,0.25654,0.34091,-0.21672,0.61048,0.63644,0.38225,0.96866,0.71544,0.82828,0.83507,1.1041,0.77444,1.0728,0.85391,1.0296,1.3277,1.347,1.5286,1.5709,1.2763,1.1276,0.87939,1.0441,1.1946,1.2051,1.1228196,1.059655449,0.999746873,0.708871013,0.978256899,0.589890266,0.506478626,0.599191828,0.370622212,0.373986157,0.249333277,0.13172229,-0.301743295,0.24616703,-0.409318887,-0.148749722,-0.151673925,-0.224939029,-0.069282709,0.133045535,-1.146856422,-3.141036542,-1.575165594,-1.194869672
0.48225,-0.088503,-0.3198,-0.48557,-0.54225,-0.63306,-0.38913,-0.18568,-0.30081,-0.50638,-0.85673,-1.0947,-1.0164,-1.4246,-1.0873,-1.2998,-1.6404,-0.89142,-0.89681,-0.78092,-0.51761,-0.93424,-0.9236,-0.46195,-0.44133,-0.26404,0.081811,-0.065003,0.040972,0.27205,0.2886,0.31786,0.40837,0.43253,0.25983,0.36063,0.12171,0.17334,0.060842,0.016752,0.095499,0.21937,0.038228,0.28878,0.14342,0.45916,0.3554,0.27095,0.13098,0.41,0.13592,0.33641,0.45586,0.34943,0.41446,0.10722,-0.19891,0.088181,0.12044,0.24354,0.25654,0.3409,-0.21727,0.61048,0.62999,0.38046,0.95579,0.71546,0.83752,0.83507,1.1086,0.77487,1.0728,0.8645,1.0296,1.3177,1.3469,1.5286,1.5709,1.2749,1.1269,0.8795,1.0441,1.1946,1.2095,1.1228196,1.059655449,0.999814207,0.708823078,0.978256899,0.597203534,0.506478626,0.599191828,0.367930858,0.373986157,0.249333277,0.134941139,-0.301804866,0.252660166,-0.412127153,-0.148749722,-0.156126909,-0.225670438,-0.069282709,0.125833292,-1.149558978,-3.141036542,-1.496642544,-1.200467971
