date,pmi,business_outlook_survey,business_confidence_index,consumer_confidence_index,industrial_production,mgdp,business_sales,new_residential_sales,inventories,unemployment_rate,employment,weekly_hours,hourly_earnings,consumer_credit,personal_income,federal_debt,exports,imports,ppi,cpi,monetary_base,bank_assets,bank_liabilities,mortgage_rate,federal_funds_rate,treasury_bill,treasury_bill_10,effective_exchange_rate,spot_euro_us,nyse_composite_index,vix
1999m11,58.1,20.9,101.0207,102.44200000000001,93.4371,12859.742,809613.0,305.0,1128337.0,4.1,130466.0,41.4,13.66,1525.33442,9160.3,5814.4,90984.0,60206.0,128.3,168.4,582758.0,5471939.0,5251373.8,7.75,5.42,5.07,6.18,110.13,1.0338,6573.899902,24.18
1999m12,57.8,14.2,100.9798,102.616,94.1593,13004.698,817543.0,308.0,1137260.0,4.0,130772.0,41.4,13.7,1531.1059599999999,9234.7,5852.5,93115.0,62509.0,127.8,168.8,612499.0,5562731.4,5351685.9,8.06,5.3,5.2,6.45,110.13,1.011,6711.890137,24.64
2000m1,56.7,11.3,100.8221,102.8603,94.1758,12857.905,825947.0,311.0,1140023.0,4.0,131005.0,41.5,13.75,1538.52018,9307.1,5777.2,93900.0,62543.0,128.3,169.3,601868.0,5589977.6,5365704.0,8.25,5.45,5.32,6.68,110.16,1.0137,6762.109863,24.95
2000m2,55.8,14.5,100.625,102.9162,94.4557,12920.758999999998,816007.0,299.0,1146435.0,4.1,131124.0,41.5,13.8,1549.1852900000001,9342.6,5835.2,95901.0,62409.0,129.8,170.0,578030.0,5643905.2,5425208.5,8.31,5.73,5.55,6.42,112.1,0.9834,6606.890136999999,23.37
2000m3,54.9,19.4,100.43,102.8306,94.79799999999999,12993.208,831117.0,313.0,1150666.0,4.0,131596.0,41.4,13.85,1561.4506900000001,9366.5,5926.6,99176.0,63135.0,130.8,171.0,577105.0,5701443.6,5474680.3,8.23,5.85,5.69,6.03,112.64,0.9643,6338.740234000001,24.11
2000m4,54.7,10.0,100.2382,102.811,95.4808,13156.937,834242.0,305.0,1157552.0,3.8,131888.0,41.6,13.89,1570.52774,9409.7,5813.7,99242.0,63814.0,130.7,170.9,578588.0,5760799.3,5533470.2,8.13,6.02,5.66,6.23,113.14,0.9470000000000001,6975.069823999999,26.2
2000m5,53.2,13.9,100.0048,102.7842,95.6435,13141.681999999999,829024.0,305.0,1163974.0,4.0,132105.0,41.2,13.94,1583.50792,9446.4,5760.0,99651.0,63632.0,131.6,171.2,580556.0,5837626.7,5619244.5,8.62,6.27,5.79,6.29,116.02,0.9059999999999999,6878.950195,23.65
2000m6,51.4,2.6,99.7852,102.6795,95.7353,13183.062,839338.0,306.0,1174263.0,4.0,132061.0,41.3,13.99,1609.5480400000001,9469.6,5839.8,103019.0,65997.0,133.8,172.2,581960.0,5871470.4,5638946.6,8.22,6.53,5.69,6.03,114.74,0.9492,6888.359863,19.54
2000m7,52.5,4.7,99.63353000000001,102.6441,95.5906,13094.755,833896.0,303.0,1175374.0,4.0,132236.0,41.5,14.02,1629.75144,9516.6,5832.1,103349.0,65711.0,133.7,172.7,584222.0,5905692.2,5679072.3,8.13,6.54,5.96,6.04,114.83,0.9397,6874.930176000001,20.74
2000m8,49.9,17.1,99.41904,102.6071,95.3112,13204.246000000001,829271.0,302.0,1183268.0,4.1,132230.0,41.0,14.06,1651.6154,9568.5,5883.8,103665.0,67763.0,132.9,172.7,583423.0,5934287.0,5714373.4,7.99,6.5,6.09,5.73,115.65,0.9041,6851.350098000001,16.84
2000m9,49.7,5.5,99.22414,102.5544,95.679,13235.171,845436.0,300.0,1183463.0,3.9,132353.0,41.1,14.12,1669.00081,9569.8,5869.1,106396.0,67562.0,134.7,173.6,583752.0,5973141.8,5736771.0,7.88,6.52,6.0,5.8,117.04,0.8721,7164.549805,20.57
2000m10,48.7,1.8,98.97704,102.439,95.397,13262.523000000001,838446.0,301.0,1189920.0,3.9,132351.0,41.1,14.17,1684.59932,9582.9,5867.6,106056.0,66845.0,135.4,173.9,585252.0,5990928.9,5730583.4,7.68,6.51,6.11,5.77,118.99,0.8552,7046.02002,23.63
2000m11,48.5,7.1,98.60194,102.1717,95.4229,13263.197,834423.0,305.0,1197038.0,3.9,132556.0,41.1,14.23,1700.94454,9579.0,5969.5,103993.0,66691.0,135.0,174.2,590277.0,5990957.1,5716598.1,7.73,6.51,6.17,5.48,119.66,0.8564,7026.240234000001,29.65
2000m12,43.9,-7.8,98.0424,101.6107,95.1573,13255.306999999999,841752.0,298.0,1195894.0,3.9,132709.0,40.4,14.28,1716.9697199999998,9595.3,5984.4,103673.0,65816.0,136.2,174.6,598305.0,6067300.2,5808015.7,7.13,6.4,5.77,5.12,118.18,0.8973,6677.209961,26.85
2001m1,42.3,-36.6,97.59172,101.0548,94.5448,13247.683,834365.0,296.0,1197945.0,4.2,132698.0,40.6,14.29,1729.85168,9651.9,6065.5,105470.0,65869.0,140.0,175.6,598666.0,6150116.6,5876533.9,7.15,5.98,5.15,5.19,118.88,0.9383,6785.689941,22.02
2001m2,42.1,-29.4,97.42321,100.6485,93.9398,13227.3,836825.0,296.0,1191600.0,4.2,132789.0,40.5,14.36,1748.70202,9668.6,6112.7,100350.0,66114.0,137.4,176.0,595873.0,6137724.6,5869976.8,7.12,5.49,4.88,4.92,119.97,0.9217,7048.129883,28.35
2001m3,43.1,-20.5,97.48158000000001,100.4732,93.7201,13193.073999999999,823781.0,292.0,1186068.0,4.3,132747.0,40.5,14.42,1760.5418399999999,9697.2,6145.7,101853.0,64350.0,135.9,176.1,599106.0,6187962.0,5918800.7,6.91,5.31,4.42,4.93,121.98,0.9095,6610.169922,28.64
2001m4,42.7,-10.7,97.58431999999999,100.43799999999999,93.4469,13295.643999999998,818875.0,294.0,1184434.0,4.4,132463.0,40.4,14.45,1773.09833,9670.8,5969.7,98164.0,62805.0,136.4,176.4,601727.0,6229731.6,5949048.6,7.12,4.8,3.87,5.35,122.62,0.892,6230.990234000001,25.48
2001m5,41.3,-11.8,97.69891,100.5686,92.876,13351.517,827229.0,295.0,1182109.0,4.3,132410.0,40.4,14.5,1781.17746,9648.1,5964.8,95150.0,63772.0,136.8,177.3,605919.0,6219697.5,5947000.2,7.2,4.21,3.62,5.43,122.2,0.8742,6778.180176000001,22.64
2001m6,43.2,-7.0,97.95201,100.6526,92.3208,13252.886,815240.0,301.0,1173176.0,4.5,132299.0,40.3,14.54,1792.36809,9648.3,6030.7,94978.0,61102.0,135.5,177.7,609096.0,6207647.9,5934019.5,7.11,3.97,3.49,5.42,123.09,0.8532,6796.899901999999,19.06
2001m7,43.5,-12.6,98.24629,100.5612,91.7933,13209.765,812016.0,305.0,1165045.0,4.6,132177.0,40.6,14.55,1797.3505699999998,9790.6,6089.1,93680.0,59298.0,133.4,177.4,615984.0,6223868.6,5954624.6,7.03,3.77,3.51,5.07,123.44,0.8607,6632.580078,21.62
2001m8,46.3,-18.1,98.4549,100.2407,91.6795,13357.953000000001,817526.0,308.0,1163600.0,4.9,132028.0,40.3,14.59,1806.3590399999998,9958.9,6159.6,92569.0,59648.0,133.4,177.4,622427.0,6252346.3,5976247.2,6.92,3.65,3.36,4.85,121.01,0.9005,6525.580078,24.92
2001m9,46.2,-8.2,98.30611,99.77901,91.3289,13166.633,803309.0,310.0,1157242.0,5.0,131771.0,40.2,14.63,1814.2523800000001,9886.1,6251.2,90957.0,56375.0,133.3,178.1,647223.0,6473735.0,6190161.5,6.72,3.07,2.64,4.6,121.43,0.9111,6233.740234000001,31.93
2001m10,40.8,-23.6,97.98021999999999,99.61253,90.9315,13269.683,815803.0,308.0,1139077.0,5.3,131454.0,40.1,14.66,1829.8402600000002,9732.3,6349.5,91322.0,56987.0,130.3,177.6,635154.0,6387049.2,6079866.8,6.64,2.49,2.16,4.3,121.73,0.9059,5731.490234000001,33.56
2001m11,44.1,-17.7,98.12402,99.76955,90.486,13189.631000000001,808360.0,308.0,1126312.0,5.5,131142.0,40.1,14.71,1857.84279,9754.3,6290.3,89979.0,56711.0,129.8,177.5,639465.0,6405313.4,6096428.6,7.02,2.09,1.87,4.78,122.77,0.8883,5878.569824,23.84
2001m12,45.3,-11.0,98.56586999999999,100.1495,90.5073,13383.541000000001,805951.0,308.0,1118552.0,5.7,130982.0,40.2,14.75,1867.85287,9774.4,6292.8,86527.0,56069.0,128.1,177.4,650775.0,6393343.8,6097549.3,7.16,1.82,1.69,5.07,122.51,0.8924,6082.959961,23.8
2002m1,47.5,10.5,99.17865,100.51700000000001,91.0794,13429.781,805181.0,310.0,1117388.0,5.7,130852.0,40.1,14.76,1867.4186899999997,9968.3,6289.0,89443.0,55939.0,128.5,177.7,653760.0,6382770.2,6088178.9,6.96,1.73,1.65,5.07,124.27,0.8833,6244.209961,21.09
2002m2,50.7,11.1,99.8183,100.7371,91.0553,13348.078000000001,808150.0,313.0,1111859.0,5.7,130736.0,40.3,14.78,1881.90537,9976.4,6370.5,91539.0,55717.0,128.4,178.0,654639.0,6378837.7,6087813.1,6.81,1.74,1.72,4.88,125.05,0.87,6087.930176,21.59
2002m3,52.4,12.2,100.24799999999999,100.9361,91.79799999999999,13413.496000000001,808563.0,316.0,1108193.0,5.7,130717.0,40.5,14.82,1894.6903300000001,9975.9,6267.2,91447.0,55925.0,129.8,178.5,658956.0,6348771.4,6062732.2,7.18,1.73,1.79,5.42,124.35,0.8758,6224.02002,17.4
2002m4,52.4,12.6,100.4158,100.9922,92.1771,13461.078000000001,822418.0,324.0,1106806.0,5.9,130623.0,40.6,14.84,1903.9579899999999,10011.3,6318.4,95972.0,57958.0,130.8,179.3,663401.0,6378218.1,6083331.1,6.88,1.75,1.71,5.11,123.92,0.8858,6327.109863000001,21.91
2002m5,53.1,10.1,100.4277,100.9645,92.5668,13459.111,822178.0,327.0,1110725.0,5.8,130634.0,40.6,14.88,1914.6139899999998,10044.8,6350.8,96395.0,58182.0,130.8,179.5,668606.0,6396140.7,6106562.7,6.76,1.75,1.73,5.08,121.5,0.917,6136.459961,19.98
2002m6,53.6,20.4,100.2459,100.698,93.4476,13514.591999999999,825351.0,328.0,1112674.0,5.8,130684.0,40.7,14.94,1927.18098,10067.0,6504.6,97848.0,58772.0,130.9,179.6,673966.0,6431103.4,6129245.8,6.55,1.75,1.7,4.86,119.34,0.9554,5901.830078,25.4
2002m7,50.2,5.9,99.85531,100.3413,93.2237,13585.951000000001,825966.0,333.0,1119258.0,5.8,130590.0,40.4,14.98,1939.2114,10035.0,6601.3,97197.0,59129.0,131.2,180.0,679310.0,6474476.3,6187324.8,6.34,1.73,1.68,4.51,117.02,0.9922,5535.240234000001,32.03
2002m8,50.3,-1.3,99.57979,100.0473,93.2359,13503.693000000001,835091.0,334.0,1120777.0,5.7,130587.0,40.5,15.02,1947.5000899999998,10028.9,6725.1,99721.0,59173.0,131.5,180.5,679765.0,6591043.6,6297168.6,6.22,1.74,1.62,4.14,118.5,0.9778,5067.879883,32.64
2002m9,50.5,4.4,99.44377,99.79008,93.3654,13524.665,831076.0,333.0,1128958.0,5.7,130501.0,40.5,15.06,1950.6513899999998,10032.9,6834.9,99364.0,58639.0,132.3,180.8,680397.0,6661609.9,6352104.0,5.99,1.75,1.63,3.63,119.19,0.9808,5036.589844,39.69
2002m10,49.0,-7.6,99.38048,99.59591999999999,93.0834,13505.703000000001,830434.0,335.0,1130630.0,5.7,130628.0,40.3,15.12,1957.1513,10060.6,6819.7,96860.0,58066.0,133.2,181.2,681855.0,6754349.5,6425972.1,6.31,1.75,1.58,3.93,119.94,0.9811,4873.75,31.14
2002m11,48.5,7.4,99.45749,99.61191,93.5693,13544.344,836972.0,338.0,1132381.0,5.9,130615.0,40.4,15.15,1965.17913,10090.6,6818.4,102120.0,58815.0,133.1,181.5,688494.0,6842325.2,6518735.6,6.13,1.34,1.23,4.22,118.45,1.0014,5079.72998,27.5
2002m12,51.6,7.2,99.64914,99.60921,93.1103,13626.948999999999,830107.0,339.0,1139523.0,6.0,130472.0,40.5,15.2,1972.1122100000002,10124.3,6975.8,103460.0,56789.0,132.9,181.8,699216.0,6934819.4,6606393.7,5.93,1.24,1.19,3.83,117.32,1.0183,5229.660156,28.62
2003m1,51.3,5.5,99.58055999999999,99.41933,93.8198,13609.607,841529.0,341.0,1139589.0,5.8,130580.0,40.3,15.22,1982.56131,10124.6,6941.9,102284.0,58068.0,135.3,182.6,699262.0,6912729.2,6598767.7,5.9,1.24,1.17,4.0,115.69,1.0622,5146.0,31.17
2003m2,48.8,-1.6,99.20858,99.2509,93.9532,13675.558,841323.0,341.0,1148176.0,5.9,130444.0,40.3,15.29,1993.4056899999998,10098.2,7040.2,101719.0,58846.0,137.6,183.6,700958.0,6998808.0,6669656.7,5.79,1.26,1.17,3.71,116.08,1.0773,4868.680176,29.63
2003m3,46.3,-3.9,98.82318000000001,99.33938,93.7358,13617.793,850659.0,338.0,1149009.0,5.9,130232.0,40.4,15.27,2001.20815,10124.0,7011.9,105340.0,59077.0,141.2,183.9,705269.0,7042314.7,6714554.7,5.91,1.25,1.13,3.83,115.73,1.0807,4716.080078,29.15
2003m4,46.1,-6.6,98.77068,99.80125,93.0657,13689.886,835469.0,340.0,1150317.0,6.0,130177.0,40.1,15.28,2014.09978,10176.9,7009.3,103175.0,58573.0,136.8,183.2,709552.0,7069480.5,6720734.1,5.79,1.26,1.13,3.89,114.83,1.0848,4730.209961,21.21
2003m5,49.0,-0.6,99.05596,100.2566,93.0918,13696.181999999999,837930.0,343.0,1145246.0,6.1,130196.0,40.2,15.33,2027.5025100000003,10254.7,7218.7,102613.0,58314.0,136.7,182.9,713711.0,7196968.5,6835457.1,5.31,1.26,1.07,3.37,109.83,1.1582,5131.560059,19.47
2003m6,49.0,3.7,99.41744,100.4228,93.2476,13869.163,848248.0,343.0,1142115.0,6.3,130194.0,40.3,15.36,2033.2684100000001,10285.0,7290.0,103398.0,60582.0,138.0,183.1,714979.0,7280731.5,6911968.4,5.24,1.22,0.92,3.54,109.7,1.1663,5435.379883,19.52
2003m7,51.0,7.7,99.82481,100.4252,93.6582,13907.108999999999,856894.0,342.0,1139701.0,6.2,130191.0,40.1,15.4,2040.0643899999998,10408.7,7163.8,105082.0,60696.0,137.7,183.7,717614.0,7306714.0,6949985.5,5.94,1.01,0.9,4.49,111.2,1.1372,5501.379883,19.49
2003m8,53.2,20.3,100.2294,100.33,93.5246,13984.627,859181.0,346.0,1132993.0,6.1,130149.0,40.2,15.42,2049.12434,10476.8,7198.9,101990.0,59170.0,138.0,184.5,720922.0,7312475.8,6956028.1,6.32,1.03,0.95,4.45,113.0,1.1139,5558.990234000001,18.63
2003m9,52.4,21.0,100.5597,100.2923,94.0751,14064.143999999998,865241.0,350.0,1136935.0,6.1,130254.0,40.5,15.41,2057.0907899999997,10350.6,7302.6,105721.0,61041.0,138.5,185.1,721062.0,7275081.6,6910441.3,5.98,1.01,0.94,3.96,111.63,1.1222,5660.160156,22.72
2003m10,55.2,28.1,101.0326,100.4501,94.2079,14079.732,868785.0,361.0,1143104.0,6.0,130454.0,40.6,15.42,2065.4951,10390.5,7309.9,107040.0,62203.0,139.3,184.9,724756.0,7256775.7,6887433.6,5.94,1.01,0.92,4.33,108.61,1.1692,5644.02002,16.1
2003m11,58.4,26.9,101.5766,100.7612,94.9338,14159.287,874171.0,366.0,1145108.0,5.8,130474.0,40.9,15.47,2066.4000899999996,10456.5,7345.3,107742.0,64665.0,138.9,185.0,730637.0,7278249.4,6909717.8,5.89,1.0,0.93,4.34,107.9,1.1702,5959.009765999999,16.32
2003m12,60.1,26.5,101.9863,101.0839,94.8662,14198.493999999999,876257.0,370.0,1147795.0,5.7,130588.0,40.7,15.47,2077.36069,10470.9,7444.8,111017.0,63536.0,139.5,185.5,739408.0,7315181.0,6929903.4,5.85,0.98,0.9,4.27,105.75,1.2286,6073.0,18.31
2004m1,60.8,36.1,102.1384,101.3813,95.1085,14113.587,878019.0,374.0,1148368.0,5.7,130769.0,40.9,15.51,2088.24304,10460.9,7480.2,110890.0,62693.0,141.4,186.3,736438.0,7402443.8,7023097.8,5.68,1.0,0.88,4.16,104.05,1.2613,6464.0,16.63
2004m2,59.9,28.0,102.1412,101.2603,95.6847,14234.447,887806.0,372.0,1158745.0,5.6,130825.0,41.0,15.53,2095.34036,10479.2,7604.1,113977.0,65852.5,142.1,186.7,735287.0,7520911.4,7130084.6,5.58,1.01,0.93,3.99,104.82,1.2646,6551.629883,14.55
2004m3,60.6,29.6,102.1385,101.0817,95.2088,14315.923,911253.0,381.0,1168100.0,5.8,131142.0,40.9,15.56,2109.72032,10522.1,7656.9,118678.0,67871.0,143.1,187.1,736780.0,7551551.1,7161571.0,5.4,1.0,0.94,3.86,106.5,1.2262,6692.370117,16.74
2004m4,60.6,32.2,102.1497,100.8995,95.6385,14269.483,906616.0,383.0,1176070.0,5.6,131411.0,40.7,15.59,2112.71615,10566.1,7479.0,118542.0,67069.9,144.8,187.4,741207.0,7639511.0,7203549.2,6.01,1.0,0.94,4.53,107.63,1.1985,6599.060059,17.19
2004m5,61.4,29.1,102.0946,100.8161,96.3966,14405.35,916039.0,383.0,1183161.0,5.6,131694.0,41.1,15.63,2120.83915,10623.7,7517.6,120671.0,68677.4,146.8,188.2,745039.0,7665027.0,7235354.1,6.32,1.0,1.02,4.66,109.87,1.2007,6439.419922,15.5
2004m6,60.5,30.6,101.9396,100.9629,95.6019,14314.333999999999,915029.0,383.0,1195398.0,5.6,131793.0,40.8,15.67,2127.98941,10632.7,7599.1,124355.0,66378.4,147.2,188.9,750697.0,7742278.0,7332703.1,6.25,1.03,1.27,4.62,108.69,1.2138,6484.72998,14.34
2004m7,59.9,34.7,101.7298,101.0815,96.3385,14435.015,918548.0,400.0,1207045.0,5.5,131848.0,40.8,15.69,2137.09298,10654.4,7655.7,122979.0,67645.8,147.4,189.1,757304.0,7846400.4,7432675.4,6.08,1.26,1.33,4.5,107.65,1.2266,6602.919922,15.32
2004m8,58.5,25.1,101.4308,101.0552,96.4095,14472.344,928981.0,405.0,1217193.0,5.4,131937.0,40.8,15.73,2143.43512,10685.4,7769.7,124224.0,68131.7,148.0,189.2,757181.0,7876463.6,7444140.6,5.82,1.43,1.48,4.13,107.8,1.2176,6403.149902,15.29
2004m9,57.4,19.7,101.1388,100.9287,96.4907,14488.218,935978.0,410.0,1217197.0,5.4,132093.0,40.7,15.78,2160.1483,10690.7,7788.2,124400.0,69592.3,147.7,189.8,762233.0,7959265.1,7497431.8,5.72,1.61,1.65,4.14,107.23,1.2218,6454.200195,13.34
2004m10,56.3,26.8,100.9542,100.8337,97.4094,14585.094,949671.0,413.0,1225082.0,5.5,132447.0,40.6,15.81,2176.7193399999996,10697.8,7862.0,128810.0,70167.6,150.0,190.8,763876.0,7972247.2,7492894.2,5.64,1.76,1.76,4.05,105.49,1.249,6570.390136999999,16.27
2004m11,56.2,19.2,100.9159,100.902,97.6137,14593.366000000002,956327.0,418.0,1238758.0,5.4,132503.0,40.5,15.84,2183.74635,10670.2,7870.9,131867.0,69283.5,151.4,191.7,770493.0,8009371.1,7538331.7,5.72,1.93,2.07,4.36,101.96,1.2991,6692.709961,13.24
2004m12,57.2,25.5,100.9174,101.0466,98.3318,14651.791000000001,967456.0,422.0,1241744.0,5.4,132624.0,40.6,15.86,2192.24617,11066.6,7976.2,130310.0,71511.4,150.2,191.7,776279.0,8039682.1,7548372.0,5.81,2.16,2.19,4.24,100.22,1.3408,7005.720215,13.29
2005m1,56.8,13.3,100.76700000000001,101.0309,98.7845,14780.625,973388.0,441.0,1252326.0,5.3,132774.0,40.7,15.9,2196.77763,10669.3,8023.2,132065.0,71669.0,150.9,191.6,775222.0,8096623.0,7607818.0,5.66,2.28,2.33,4.14,101.54,1.3119,7250.060059,12.82
2005m2,55.5,21.3,100.5673,100.8652,99.4639,14752.883999999998,978260.0,446.0,1261207.0,5.4,133032.0,40.6,15.93,2211.5587100000002,10673.7,8043.2,134921.0,72184.8,151.6,192.4,772882.0,8174688.5,7661634.3,5.69,2.5,2.54,4.36,102.24,1.3014,7089.950195,12.08
2005m3,55.2,15.1,100.3506,100.6208,99.3061,14781.934,978707.0,445.0,1269321.0,5.2,133156.0,40.4,15.97,2220.19919,10711.7,8075.7,130902.0,72793.3,153.7,193.1,773481.0,8269199.9,7747320.4,6.04,2.63,2.74,4.5,101.53,1.3201,7321.22998,14.02
2005m4,52.2,25.3,100.1219,100.4202,99.4734,14806.116000000002,993974.0,445.0,1274973.0,5.2,133518.0,40.4,16.0,2232.5353800000003,10745.8,8135.8,137129.0,75490.2,155.0,193.7,775537.0,8301556.8,7766107.3,5.78,2.79,2.78,4.21,103.26,1.2938,7167.549805,15.31
2005m5,50.8,9.3,100.0088,100.4926,99.6033,14781.223999999998,987493.0,450.0,1276171.0,5.1,133690.0,40.4,16.04,2232.67152,10794.9,8194.0,135665.0,75073.9,154.3,193.6,776356.0,8380620.6,7836383.8,5.65,3.0,2.84,4.0,103.77,1.2694,7008.370117,13.29
2005m6,52.4,-1.3,100.1546,100.7589,99.9853,14932.505,999090.0,455.0,1276129.0,5.0,133942.0,40.4,16.08,2247.83343,10818.5,8268.7,137614.0,74950.1,154.3,193.7,780669.0,8427532.9,7878421.7,5.53,3.04,2.97,3.94,105.18,1.2165,7134.319823999999,12.04
2005m7,52.8,8.0,100.3837,100.6594,99.6692,14954.399,1004208.0,464.0,1270367.0,5.0,134296.0,40.5,16.15,2257.23094,10821.3,8214.7,137423.0,74688.4,156.3,194.9,782860.0,8474221.6,7939440.0,5.77,3.26,3.22,4.28,106.26,1.2037,7217.839844,11.57
2005m8,52.4,11.3,100.5481,100.0298,99.9435,14998.415,1014544.0,476.0,1274946.0,4.9,134498.0,40.5,16.17,2267.04488,10835.1,8324.7,139189.0,76214.7,157.6,196.1,782727.0,8571012.6,8031292.2,5.77,3.5,3.44,4.02,105.08,1.2292,7476.660156,12.6
2005m9,56.8,7.1,100.8351,99.26453000000001,98.0779,14963.88,1027244.0,487.0,1282479.0,5.0,134566.0,40.7,16.19,2271.63328,10798.2,8244.1,143958.0,74227.5,162.2,198.8,787943.0,8632428.1,8074209.3,5.91,3.62,3.42,4.34,105.72,1.2256,7496.109863,11.92
2005m10,57.2,4.8,100.9546,99.01616999999999,99.3149,14986.546,1034863.0,490.0,1291038.0,5.0,134655.0,41.0,16.28,2276.84314,10877.4,8268.7,148676.0,76236.2,166.2,199.1,787216.0,8671435.8,8114087.6,6.15,3.78,3.71,4.57,107.47,1.2015,7632.97998,15.32
2005m11,56.7,10.3,100.8582,99.42775,100.3216,15025.697,1035239.0,502.0,1300841.0,5.0,134993.0,40.9,16.3,2283.66127,10967.8,8332.3,146650.0,77744.5,163.7,198.1,793472.0,8692777.5,8138169.2,6.28,4.0,3.88,4.49,107.83,1.1786,7433.049805,12.06
2005m12,55.1,12.9,100.6427,100.0419,100.9437,15188.0,1046828.0,511.0,1314317.0,4.9,135149.0,40.8,16.35,2290.9281300000002,11025.5,8449.7,149264.0,79809.2,163.0,198.1,803124.0,8779401.7,8201260.1,6.22,4.16,3.89,4.39,106.3,1.1856,7645.470215,12.07
2006m1,55.0,5.4,100.4672,100.319,101.0627,15233.999,1058543.0,523.0,1322945.0,4.7,135429.0,41.0,16.42,2367.4710800000003,11136.9,8445.1,152919.0,80555.0,164.3,199.3,804172.0,8845717.5,8263387.5,6.12,4.29,4.24,4.53,105.27,1.2103,7753.970215,12.95
2006m2,55.8,15.3,100.3881,100.2672,101.0669,15221.431,1056372.0,539.0,1327081.0,4.8,135737.0,41.1,16.48,2374.97732,11176.2,8504.4,148596.0,81535.0,161.8,199.4,804855.0,8915884.7,8331365.3,6.26,4.49,4.43,4.55,105.94,1.1938,8106.450195,12.34
2006m3,54.3,14.7,100.35600000000001,100.1273,101.2751,15345.976,1060723.0,552.0,1340143.0,4.7,136047.0,41.1,16.54,2385.80789,11196.7,8515.2,150759.0,83299.0,162.2,199.7,810146.0,8976465.1,8380312.8,6.35,4.59,4.51,4.86,106.52,1.202,8060.450195,11.39
2006m4,55.2,14.2,100.3391,99.8595,101.6813,15259.19,1059698.0,565.0,1348626.0,4.7,136205.0,41.3,16.63,2397.6806,11191.2,8463.4,151278.0,83188.0,164.3,200.7,809191.0,9104902.8,8500275.6,6.58,4.79,4.6,5.07,106.13,1.2271,8233.230469,11.59
2006m5,53.7,13.7,100.199,99.55934,101.579,15334.886999999999,1073652.0,565.0,1363396.0,4.6,136244.0,41.2,16.65,2407.16145,11186.4,8440.3,154996.0,84593.0,165.8,201.3,812561.0,9227757.6,8608915.4,6.62,4.94,4.72,5.12,103.28,1.2770000000000001,8471.429688,16.44
2006m6,52.0,11.7,100.0657,99.53723000000001,101.9693,15314.428999999998,1076046.0,566.0,1375676.0,4.6,136325.0,41.2,16.72,2395.81318,11213.7,8497.3,155279.0,86432.0,166.1,201.8,812366.0,9243661.2,8636806.4,6.78,4.99,4.79,5.15,104.99,1.265,8189.109863,13.08
2006m7,53.0,4.0,100.0074,99.57571999999999,101.9319,15265.421,1071367.0,572.0,1380716.0,4.7,136520.0,41.4,16.77,2403.09925,11204.6,8570.7,156232.0,84328.0,166.8,202.9,811505.0,9291226.6,8693730.5,6.72,5.24,4.95,4.99,104.99,1.2684,8169.069823999999,14.95
2006m8,53.7,12.5,99.91815,99.68030999999999,102.3327,15326.07,1084110.0,566.0,1391474.0,4.7,136694.0,41.2,16.82,2415.73203,11201.3,8700.3,159838.0,86715.0,167.9,203.8,809714.0,9330678.7,8732704.3,6.44,5.25,4.96,4.74,104.18,1.2811,8242.230469,12.31
2006m9,52.2,-0.8,99.73254,100.0159,102.1252,15388.128999999999,1067961.0,559.0,1396584.0,4.5,136843.0,41.1,16.87,2426.81323,11272.5,8721.6,157913.0,87510.0,165.4,202.8,810401.0,9380166.3,8740450.1,6.31,5.25,4.81,4.64,104.08,1.2727,8388.679688,11.98
2006m10,51.4,2.3,99.53733000000001,100.4628,102.0668,15391.263,1063883.0,554.0,1401478.0,4.4,136852.0,41.2,16.93,2429.39986,11330.4,8800.6,153411.0,88264.0,162.2,201.9,809839.0,9586999.9,8910272.6,6.4,5.25,4.92,4.61,104.21,1.2611,8469.669922,11.1
2006m11,50.3,4.5,99.39907,100.7087,101.9688,15499.991000000002,1070361.0,543.0,1407567.0,4.5,137063.0,41.0,16.97,2440.74907,11374.4,8892.6,154406.0,89566.0,164.6,202.0,816786.0,9635069.3,8967385.7,6.14,5.25,4.94,4.46,103.02,1.2881,8774.980469,10.91
2006m12,51.4,-1.8,99.38039,100.8316,103.0292,15480.069,1096569.0,536.0,1408790.0,4.4,137249.0,41.1,17.04,2456.7157,11418.1,8868.2,158312.0,89984.0,165.6,203.1,826731.0,9764764.6,9059430.0,6.18,5.24,4.85,4.71,101.97,1.3213,8969.0,11.56
2007m1,49.5,7.5,99.36495,100.8656,102.4933,15460.765,1081805.0,538.0,1412746.0,4.6,137477.0,41.0,17.09,2457.94558,11428.8,8871.6,156000.0,90847.0,164.0,203.437,822978.0,9833402.8,9110347.3,6.25,5.25,4.98,4.83,104.15,1.2999,9137.959961,10.42
2007m2,51.9,3.5,99.47892,100.6282,103.5264,15564.445,1095439.0,544.0,1419159.0,4.5,137558.0,40.9,17.15,2470.04992,11472.4,9014.5,155097.0,88931.0,166.8,204.226,820044.0,9887518.4,9176215.9,6.22,5.26,5.03,4.56,104.23,1.3074,9254.839844,15.42
2007m3,50.7,2.8,99.61414,100.3389,103.7521,15455.232,1108095.0,545.0,1420908.0,4.4,137793.0,41.3,17.22,2484.43318,11512.0,9064.0,161806.0,92877.0,169.3,205.28799999999998,820914.0,9857577.7,9157957.4,6.16,5.26,4.94,4.65,104.04,1.3242,9124.540039,14.64
